[0.000000] (-) TimerEvent: {}
[0.000265] (robot_description) JobQueued: {'identifier': 'robot_description', 'dependencies': OrderedDict()}
[0.107542] (robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/ingkurby/Escritorio/robotica2_ws/src/ros2_tutorials/robot_description/install/robot_description/share/robot_description/meshes/collision/finger.obj\n'}
[0.107754] (robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/ingkurby/Escritorio/robotica2_ws/src/ros2_tutorials/robot_description/install/robot_description/share/ament_index/resource_index/package_run_dependencies/robot_description\n'}
[0.107860] (robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/ingkurby/Escritorio/robotica2_ws/src/ros2_tutorials/robot_description/install/robot_description/share/ament_index/resource_index/parent_prefix_path/robot_description\n'}
[0.108074] (robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/ingkurby/Escritorio/robotica2_ws/src/ros2_tutorials/robot_description/install/robot_description/share/robot_description/environment/ament_prefix_path.sh\n'}
[0.108214] (robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/ingkurby/Escritorio/robotica2_ws/src/ros2_tutorials/robot_description/install/robot_description/share/robot_description/environment/ament_prefix_path.dsv\n'}
[0.108304] (robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/ingkurby/Escritorio/robotica2_ws/src/ros2_tutorials/robot_description/install/robot_description/share/robot_description/environment/path.sh\n'}
[0.108392] (robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/ingkurby/Escritorio/robotica2_ws/src/ros2_tutorials/robot_description/install/robot_description/share/robot_description/environment/path.dsv\n'}
[0.108479] (robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/ingkurby/Escritorio/robotica2_ws/src/ros2_tutorials/robot_description/install/robot_description/share/robot_description/local_setup.bash\n'}
[0.108566] (robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/ingkurby/Escritorio/robotica2_ws/src/ros2_tutorials/robot_description/install/robot_description/share/robot_description/local_setup.sh\n'}
[0.108653] (robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/ingkurby/Escritorio/robotica2_ws/src/ros2_tutorials/robot_description/install/robot_description/share/robot_description/local_setup.zsh\n'}
[0.108740] (robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/ingkurby/Escritorio/robotica2_ws/src/ros2_tutorials/robot_description/install/robot_description/share/robot_description/local_setup.dsv\n'}
[0.108827] (robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/ingkurby/Escritorio/robotica2_ws/src/ros2_tutorials/robot_description/install/robot_description/share/robot_description/package.dsv\n'}
[0.108914] (robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/ingkurby/Escritorio/robotica2_ws/src/ros2_tutorials/robot_description/install/robot_description/share/ament_index/resource_index/packages/robot_description\n'}
[0.109125] (robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/ingkurby/Escritorio/robotica2_ws/src/ros2_tutorials/robot_description/install/robot_description/share/robot_description/cmake/robot_descriptionConfig.cmake\n'}
[0.109215] (robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/ingkurby/Escritorio/robotica2_ws/src/ros2_tutorials/robot_description/install/robot_description/share/robot_description/cmake/robot_descriptionConfig-version.cmake\n'}
[0.109527] (robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/ingkurby/Escritorio/robotica2_ws/src/ros2_tutorials/robot_description/install/robot_description/share/robot_description/package.xml\n'}
[0.109843] (robot_description) CommandEnded: {'returncode': 0}
[0.135813] (robot_description) JobEnded: {'identifier': 'robot_description', 'rc': 0}
[0.137038] (-) EventReactorShutdown: {}
